0.0 1.0 3.5
0.5 0.951056516295 3.39917204406
1.0 0.809016994375 3.10392438736
1.5 0.587785252292 2.63537766538
2.0 0.309016994375 2.02682468742
2.5 6.12323399574e-17 1.32104438254
3.0 -0.309016994375 0.566877210049
3.5 -0.587785252292 -0.184639554261
4.0 -0.809016994375 -0.88424251021
4.5 -0.951056516295 -1.48817947159
5.0 -1.0 -1.96139973416
5.5 -0.951056516295 -2.279937333
6.0 -0.809016994375 -2.4323040122
6.5 -0.587785252292 -2.41980079155
7.0 -0.309016994375 -2.2557558904
7.5 -1.83697019872e-16 -1.96379302252
8.0 0.309016994375 -1.57531872191
8.5 0.587785252292 -1.12648261746
9.0 0.809016994375 -0.654904606214
9.5 0.951056516295 -0.196474330883
10.0 1.0 0.217489315917
10.5 0.951056516295 0.562475508805
11.0 0.809016994375 0.822239112854
11.5 0.587785252292 0.989383905333
12.0 0.309016994375 1.06506539039
12.5 3.06161699787e-16 1.05789396287
13.0 -0.309016994375 0.982195479032
13.5 -0.587785252292 0.855844762472
14.0 -0.809016994375 0.697922709636
14.5 -0.951056516295 0.526456350024
15.0 -1.0 0.356483035292
15.5 -0.951056516295 0.198637154255
16.0 -0.809016994375 0.0583951301317
16.5 -0.587785252292 -0.063961349322
17.0 -0.309016994375 -0.172684907441
17.5 -4.28626379702e-16 -0.275303616726
18.0 0.309016994375 -0.380928827452
18.5 0.587785252292 -0.498342957711
19.0 0.809016994375 -0.634105433981
19.5 0.951056516295 -0.790914057516
20.0 1.0 -0.966432371338
20.5 0.951056516295 -1.1527438106
21.0 0.809016994375 -1.33652561325
21.5 0.587785252292 -1.4999566012
22.0 0.309016994375 -1.6222911466
22.5 5.51091059616e-16 -1.68195540861
23.0 -0.309016994375 -1.65895926578
23.5 -0.587785252292 -1.53737497695
24.0 -0.809016994375 -1.30761619483
24.5 -0.951056516295 -0.96826076792
25.0 -1.0 -0.527197316954
25.5 -0.951056516295 -0.00193568231149
26.0 -0.809016994375 0.581000576015
26.5 -0.587785252292 1.18759284215
27.0 -0.309016994375 1.7786599793
27.5 1.10280109987e-15 2.31282395158
28.0 0.309016994375 2.74985963285
28.5 0.587785252292 3.0541341312
29.0 0.809016994375 3.19782241122
29.5 0.951056516295 3.16359696814
30.0 1.0 2.94652926033
30.5 0.951056516295 2.55500619255
31.0 0.809016994375 2.01055030927
31.5 0.587785252292 1.3465296889
32.0 0.309016994375 0.605843787576
32.5 2.57237725885e-15 -0.162234737638
33.0 -0.309016994375 -0.905803755256
33.5 -0.587785252292 -1.57434684024
34.0 -0.809016994375 -2.12267836872
34.5 -0.951056516295 -2.51448045233
35.0 -1.0 -2.72512784446
35.5 -0.951056516295 -2.74355883418
36.0 -0.809016994375 -2.57303403089
36.5 -0.587785252292 -2.23072309189
37.0 -0.309016994375 -1.74616277534
37.5 -2.69484193876e-15 -1.15872865969
38.0 0.309016994375 -0.514348337479
38.5 0.587785252292 0.138251953499
39.0 0.809016994375 0.751438239701
39.5 0.951056516295 1.28236148027
40.0 1.0 1.69614008538
40.5 0.951056516295 1.96827232359
41.0 0.809016994375 2.08609349817
41.5 0.587785252292 2.04918320671
42.0 0.309016994375 1.86872532612
42.5 -7.35407060125e-16 1.56591832794
43.0 -0.309016994375 1.16961720269
43.5 -0.587785252292 0.713452925405
44.0 -0.809016994375 0.232715218472
44.5 -0.951056516295 -0.238703977732
45.0 -1.0 -0.671026003444
45.5 -0.951056516295 -1.04072323228
46.0 -0.809016994375 -1.33190771757
46.5 -0.587785252292 -1.53687964092
47.0 -0.309016994375 -1.65583145499
47.5 6.1294238021e-16 -1.69578856035
48.0 0.309016994375 -1.6689418381
48.5 0.587785252292 -1.5905840951
49.0 0.809016994375 -1.47689604877
49.5 0.951056516295 -1.34283485104
50.0 1.0 -1.20035896443
50.5 0.951056516295 -1.05717978261
51.0 0.809016994375 -0.916167498467
51.5 0.587785252292 -0.775463075693
52.0 0.309016994375 -0.629267748899
52.5 -4.90477700296e-16 -0.469204690601
53.0 -0.309016994375 -0.286082370754
53.5 -0.587785252292 -0.0718425164065
54.0 -0.809016994375 0.178547623045
54.5 -0.951056516295 0.465496262384
55.0 -1.0 0.783690334463
55.5 -0.951056516295 1.12165846612
56.0 -0.809016994375 1.46208171522
56.5 -0.587785252292 1.78285986955
57.0 -0.309016994375 2.05885824687
57.5 3.92072669918e-15 2.26418299781
58.0 0.309016994375 2.37476993783
58.5 0.587785252292 2.3710296355
59.0 0.809016994375 2.24027457212
59.5 0.951056516295 1.9786648763
